student_external_id,student_class,events,raw_history_tokens,live_memory_tokens,served_fact_tokens,compression_ratio_vs_live_memory,compression_ratio_vs_served_fact,raw_exceeds_input_ceiling,raw_input_cents_per_request,live_memory_input_cents_per_request
bench-student-00336,standard,350,31870,1558,91,20.456,350.22,False,3.187,0.1558
bench-student-00337,standard,326,30009,1636,80,18.343,375.113,False,3.0009,0.1636
bench-student-00338,standard,341,31245,1643,80,19.017,390.562,False,3.1245,0.1643
bench-student-00339,standard,288,26759,1386,91,19.307,294.055,False,2.6759,0.1386
bench-student-00340,standard,248,23373,1461,91,15.998,256.846,False,2.3373,0.1461
bench-student-00341,standard,202,19511,1284,80,15.195,243.887,False,1.9511,0.1284
bench-student-00342,standard,327,30101,1548,80,19.445,376.262,False,3.0101,0.1548
bench-student-00343,standard,277,25862,1380,80,18.741,323.275,False,2.5862,0.138
bench-student-00344,standard,216,20647,1462,85,14.122,242.906,False,2.0647,0.1462
bench-student-00345,standard,305,28155,1548,80,18.188,351.938,False,2.8155,0.1548
bench-student-00346,standard,139,14232,1100,85,12.938,167.435,False,1.4232,0.11
bench-student-00347,standard,337,30927,1724,80,17.939,386.587,False,3.0927,0.1724
bench-student-00348,standard,305,28093,1548,80,18.148,351.163,False,2.8093,0.1548
bench-student-00349,standard,300,27784,1638,91,16.962,305.319,False,2.7784,0.1638
bench-student-00350,standard,239,22729,1562,80,14.551,284.113,False,2.2729,0.1562
bench-student-00351,standard,300,27711,1366,80,20.286,346.387,False,2.7711,0.1366
bench-student-00352,standard,319,29346,1457,80,20.141,366.825,False,2.9346,0.1457
bench-student-00353,standard,204,19708,1720,80,11.458,246.35,False,1.9708,0.172
bench-student-00354,standard,297,27395,1371,80,19.982,342.438,False,2.7395,0.1371
bench-student-00355,standard,200,19335,1280,80,15.105,241.688,False,1.9335,0.128
bench-student-00356,standard,295,27355,1722,80,15.886,341.938,False,2.7355,0.1722
bench-student-00357,standard,243,22977,1550,91,14.824,252.495,False,2.2977,0.155
bench-student-00358,standard,227,21829,1634,91,13.359,239.879,False,2.1829,0.1634
bench-student-00359,standard,216,20703,1366,80,15.156,258.788,False,2.0703,0.1366
bench-student-00360,standard,191,18659,1462,80,12.763,233.238,False,1.8659,0.1462
bench-student-00361,standard,242,22834,1722,80,13.26,285.425,False,2.2834,0.1722
bench-student-00362,standard,268,25150,1639,80,15.345,314.375,False,2.515,0.1639
bench-student-00363,standard,249,23477,1459,80,16.091,293.462,False,2.3477,0.1459
bench-student-00364,standard,280,26203,1547,80,16.938,327.538,False,2.6203,0.1547
bench-student-00365,standard,353,32298,1719,80,18.789,403.725,True,3.2298,0.1719
bench-student-00366,standard,239,22758,1548,80,14.702,284.475,False,2.2758,0.1548
bench-student-00367,standard,266,24981,1633,80,15.298,312.262,False,2.4981,0.1633
bench-student-00368,standard,283,26240,1631,80,16.088,328.0,False,2.624,0.1631
bench-student-00369,standard,174,17142,1277,91,13.424,188.374,False,1.7142,0.1277
bench-student-00370,standard,266,24937,1567,80,15.914,311.712,False,2.4937,0.1567
bench-student-00371,standard,274,25636,1543,80,16.614,320.45,False,2.5636,0.1543
bench-student-00372,standard,286,26547,1461,80,18.17,331.837,False,2.6547,0.1461
bench-student-00373,standard,296,27472,1469,80,18.701,343.4,False,2.7472,0.1469
bench-student-00374,standard,275,25644,1629,80,15.742,320.55,False,2.5644,0.1629
bench-student-00375,standard,217,20850,1634,80,12.76,260.625,False,2.085,0.1634
bench-student-00376,standard,265,24908,1717,80,14.507,311.35,False,2.4908,0.1717
bench-student-00377,standard,263,24654,1547,91,15.937,270.923,False,2.4654,0.1547
bench-student-00378,standard,188,18315,1456,80,12.579,228.938,False,1.8315,0.1456
bench-student-00379,standard,316,29122,1634,80,17.823,364.025,False,2.9122,0.1634
bench-student-00380,standard,245,23037,1461,80,15.768,287.962,False,2.3037,0.1461
bench-student-00381,standard,234,22333,1641,91,13.609,245.418,False,2.2333,0.1641
bench-student-00382,standard,245,23200,1638,80,14.164,290.0,False,2.32,0.1638
bench-student-00383,standard,214,20501,1464,80,14.003,256.262,False,2.0501,0.1464
bench-student-00384,standard,261,24520,1636,80,14.988,306.5,False,2.452,0.1636
bench-student-00385,standard,209,20199,1634,80,12.362,252.488,False,2.0199,0.1634
bench-student-00386,standard,233,22173,1543,80,14.37,277.163,False,2.2173,0.1543
bench-student-00387,standard,306,28221,1454,80,19.409,352.762,False,2.8221,0.1454
bench-student-00388,standard,194,18874,1464,80,12.892,235.925,False,1.8874,0.1464
bench-student-00389,standard,233,22229,1368,91,16.249,244.275,False,2.2229,0.1368
bench-student-00390,standard,282,26252,1646,80,15.949,328.15,False,2.6252,0.1646
bench-student-00391,heavy_tail,4500,367292,1389,96,264.429,3825.958,True,36.7292,0.1389
bench-student-00392,standard,286,26504,1459,80,18.166,331.3,False,2.6504,0.1459
bench-student-00393,standard,274,25645,1639,80,15.647,320.562,False,2.5645,0.1639
bench-student-00394,standard,308,28487,1724,80,16.524,356.087,False,2.8487,0.1724
bench-student-00395,standard,300,27740,1459,91,19.013,304.835,False,2.774,0.1459
bench-student-00396,standard,232,22146,1543,80,14.353,276.825,False,2.2146,0.1543
bench-student-00397,extreme_tail,10694,869530,1392,96,624.662,9057.604,True,86.953,0.1392
bench-student-00398,standard,256,24012,1538,80,15.612,300.15,False,2.4012,0.1538
bench-student-00399,standard,317,29383,1563,80,18.799,367.288,False,2.9383,0.1563
bench-student-00400,standard,280,26068,1562,91,16.689,286.462,False,2.6068,0.1562
bench-student-00401,standard,136,13979,1014,80,13.786,174.738,False,1.3979,0.1014
bench-student-00402,standard,219,21000,1634,80,12.852,262.5,False,2.1,0.1634
bench-student-00403,standard,234,22312,1375,80,16.227,278.9,False,2.2312,0.1375
bench-student-00404,standard,281,26119,1542,80,16.938,326.488,False,2.6119,0.1542
bench-student-00405,standard,200,19499,1461,91,13.346,214.275,False,1.9499,0.1461
bench-student-00406,standard,257,24221,1714,80,14.131,302.762,False,2.4221,0.1714
bench-student-00407,standard,415,37539,1633,80,22.988,469.238,True,3.7539,0.1633
bench-student-00408,standard,285,26551,1719,80,15.446,331.887,False,2.6551,0.1719
bench-student-00409,standard,196,19099,1456,85,13.117,224.694,False,1.9099,0.1456
bench-student-00410,standard,325,29852,1715,80,17.406,373.15,False,2.9852,0.1715
bench-student-00411,standard,346,31531,1545,80,20.408,394.137,False,3.1531,0.1545
bench-student-00412,standard,293,27201,1292,80,21.053,340.012,False,2.7201,0.1292
bench-student-00413,standard,217,20832,1289,80,16.161,260.4,False,2.0832,0.1289
bench-student-00414,standard,217,20878,1466,80,14.241,260.975,False,2.0878,0.1466
bench-student-00415,standard,274,25718,1638,80,15.701,321.475,False,2.5718,0.1638
bench-student-00416,standard,227,21726,1562,91,13.909,238.747,False,2.1726,0.1562
bench-student-00417,standard,177,17455,1272,91,13.722,191.813,False,1.7455,0.1272
bench-student-00418,standard,312,28748,1634,80,17.594,359.35,False,2.8748,0.1634
bench-student-00419,standard,281,26166,1634,80,16.013,327.075,False,2.6166,0.1634
bench-student-00420,standard,333,30573,1383,80,22.106,382.163,False,3.0573,0.1383
bench-student-00421,standard,207,19922,1548,80,12.87,249.025,False,1.9922,0.1548
bench-student-00422,standard,276,25691,1543,80,16.65,321.137,False,2.5691,0.1543
bench-student-00423,standard,287,26661,1542,80,17.29,333.262,False,2.6661,0.1542
bench-student-00424,standard,294,27187,1461,80,18.608,339.837,False,2.7187,0.1461
bench-student-00425,standard,219,21051,1644,80,12.805,263.137,False,2.1051,0.1644
bench-student-00426,standard,202,19518,1464,91,13.332,214.484,False,1.9518,0.1464
bench-student-00427,standard,311,28705,1646,80,17.439,358.812,False,2.8705,0.1646
bench-student-00428,standard,202,19530,1363,80,14.329,244.125,False,1.953,0.1363
bench-student-00429,standard,248,23320,1446,80,16.127,291.5,False,2.332,0.1446
bench-student-00430,standard,259,24351,1724,80,14.125,304.387,False,2.4351,0.1724
bench-student-00431,standard,212,20449,1290,91,15.852,224.714,False,2.0449,0.129
bench-student-00432,standard,280,26150,1365,80,19.158,326.875,False,2.615,0.1365
bench-student-00433,standard,265,24864,1724,80,14.422,310.8,False,2.4864,0.1724
bench-student-00434,standard,313,28904,1459,85,19.811,340.047,False,2.8904,0.1459
bench-student-00435,standard,292,27223,1634,80,16.66,340.288,False,2.7223,0.1634
bench-student-00436,standard,233,22183,1636,91,13.559,243.769,False,2.2183,0.1636
bench-student-00437,standard,282,26319,1560,91,16.871,289.22,False,2.6319,0.156
bench-student-00438,standard,210,20267,1371,80,14.783,253.338,False,2.0267,0.1371
bench-student-00439,standard,278,25942,1375,91,18.867,285.077,False,2.5942,0.1375
bench-student-00440,standard,209,20147,1368,91,14.727,221.396,False,2.0147,0.1368
bench-student-00441,standard,212,20448,1634,91,12.514,224.703,False,2.0448,0.1634
bench-student-00442,standard,336,30801,1634,80,18.85,385.012,False,3.0801,0.1634
bench-student-00443,standard,207,19964,1454,91,13.73,219.385,False,1.9964,0.1454
bench-student-00444,standard,227,21705,1638,80,13.251,271.312,False,2.1705,0.1638
bench-student-00445,standard,247,23242,1375,80,16.903,290.525,False,2.3242,0.1375
bench-student-00446,standard,292,27081,1648,80,16.433,338.512,False,2.7081,0.1648
bench-student-00447,standard,360,32862,1471,80,22.34,410.775,True,3.2862,0.1471
bench-student-00448,standard,285,26423,1486,80,17.781,330.288,False,2.6423,0.1486
bench-student-00449,standard,224,21467,1538,80,13.958,268.337,False,2.1467,0.1538
bench-student-00450,standard,178,17478,1457,80,11.996,218.475,False,1.7478,0.1457
bench-student-00451,standard,236,22527,1449,80,15.547,281.587,False,2.2527,0.1449
bench-student-00452,standard,274,25536,1543,80,16.55,319.2,False,2.5536,0.1543
bench-student-00453,standard,256,23920,1459,80,16.395,299.0,False,2.392,0.1459
bench-student-00454,standard,293,27270,1462,80,18.653,340.875,False,2.727,0.1462
bench-student-00455,standard,177,17378,1639,80,10.603,217.225,False,1.7378,0.1639
bench-student-00456,standard,314,28970,1631,80,17.762,362.125,False,2.897,0.1631
bench-student-00457,standard,199,19257,1361,80,14.149,240.713,False,1.9257,0.1361
bench-student-00458,standard,276,25693,1376,80,18.672,321.163,False,2.5693,0.1376
bench-student-00459,standard,280,26128,1628,91,16.049,287.121,False,2.6128,0.1628
bench-student-00460,standard,318,29384,1634,80,17.983,367.3,False,2.9384,0.1634
bench-student-00461,standard,286,26665,1454,80,18.339,333.312,False,2.6665,0.1454
bench-student-00462,standard,243,22989,1368,80,16.805,287.363,False,2.2989,0.1368
bench-student-00463,standard,213,20451,1644,91,12.44,224.736,False,2.0451,0.1644
bench-student-00464,standard,327,30118,1634,80,18.432,376.475,False,3.0118,0.1634
bench-student-00465,standard,220,21131,1636,80,12.916,264.137,False,2.1131,0.1636
bench-student-00466,standard,211,20234,1363,80,14.845,252.925,False,2.0234,0.1363
bench-student-00467,standard,157,15690,1454,80,10.791,196.125,False,1.569,0.1454
bench-student-00468,standard,279,25912,1371,91,18.9,284.747,False,2.5912,0.1371
bench-student-00469,standard,325,29865,1366,80,21.863,373.312,False,2.9865,0.1366
bench-student-00470,standard,214,20484,1370,91,14.952,225.099,False,2.0484,0.137
bench-student-00471,standard,259,24284,1633,91,14.871,266.857,False,2.4284,0.1633
bench-student-00472,standard,232,22006,1452,80,15.156,275.075,False,2.2006,0.1452
bench-student-00473,standard,272,25412,1636,80,15.533,317.65,False,2.5412,0.1636
bench-student-00474,standard,159,15885,1270,80,12.508,198.562,False,1.5885,0.127
bench-student-00475,standard,270,25296,1295,91,19.534,277.978,False,2.5296,0.1295
bench-student-00476,standard,297,27488,1380,80,19.919,343.6,False,2.7488,0.138
bench-student-00477,standard,246,23260,1557,91,14.939,255.604,False,2.326,0.1557
bench-student-00478,standard,266,24979,1628,80,15.343,312.238,False,2.4979,0.1628
bench-student-00479,standard,354,32335,1633,80,19.801,404.188,True,3.2335,0.1633
bench-student-00480,standard,298,27623,1547,80,17.856,345.288,False,2.7623,0.1547
bench-student-00481,standard,262,24580,1629,80,15.089,307.25,False,2.458,0.1629
bench-student-00482,standard,271,25287,1461,91,17.308,277.879,False,2.5287,0.1461
bench-student-00483,standard,283,26360,1730,91,15.237,289.67,False,2.636,0.173
bench-student-00484,standard,191,18531,1279,91,14.489,203.637,False,1.8531,0.1279
bench-student-00485,standard,198,19257,1457,91,13.217,211.615,False,1.9257,0.1457
bench-student-00486,standard,191,18745,1368,80,13.702,234.312,False,1.8745,0.1368
bench-student-00487,standard,227,21702,1444,80,15.029,271.275,False,2.1702,0.1444
bench-student-00488,heavy_tail,4500,367296,1386,80,265.004,4591.2,True,36.7296,0.1386
bench-student-00489,standard,248,23457,1633,80,14.364,293.212,False,2.3457,0.1633
bench-student-00490,standard,304,28272,1634,80,17.302,353.4,False,2.8272,0.1634
bench-student-00491,standard,336,30834,1636,91,18.847,338.835,False,3.0834,0.1636
bench-student-00492,standard,204,19635,1454,80,13.504,245.438,False,1.9635,0.1454
bench-student-00493,standard,302,27971,1542,80,18.139,349.637,False,2.7971,0.1542
bench-student-00494,standard,199,19382,1373,91,14.117,212.989,False,1.9382,0.1373
bench-student-00495,standard,308,28513,1471,80,19.383,356.413,False,2.8513,0.1471
bench-student-00496,standard,203,19698,1634,80,12.055,246.225,False,1.9698,0.1634
bench-student-00497,standard,200,19292,1461,80,13.205,241.15,False,1.9292,0.1461
bench-student-00498,standard,316,29156,1658,80,17.585,364.45,False,2.9156,0.1658
bench-student-00499,standard,244,22997,1371,80,16.774,287.462,False,2.2997,0.1371
bench-student-00500,standard,232,21944,1542,80,14.231,274.3,False,2.1944,0.1542
bench-student-00501,standard,221,21185,1393,91,15.208,232.802,False,2.1185,0.1393
bench-student-00502,standard,343,31367,1648,85,19.033,369.024,False,3.1367,0.1648
bench-student-00503,standard,238,22590,1292,80,17.485,282.375,False,2.259,0.1292
bench-student-00504,standard,225,21504,1547,91,13.9,236.308,False,2.1504,0.1547
bench-student-00505,standard,224,21386,1538,80,13.905,267.325,False,2.1386,0.1538
bench-student-00506,standard,278,25836,1370,91,18.858,283.912,False,2.5836,0.137
bench-student-00507,standard,230,21875,1466,91,14.922,240.385,False,2.1875,0.1466
bench-student-00508,standard,208,19997,1457,91,13.725,219.747,False,1.9997,0.1457
bench-student-00509,standard,260,24387,1538,80,15.856,304.837,False,2.4387,0.1538
bench-student-00510,standard,339,31088,1471,91,21.134,341.626,False,3.1088,0.1471
bench-student-00511,standard,322,29622,1558,80,19.013,370.275,False,2.9622,0.1558
bench-student-00512,standard,195,18975,1456,80,13.032,237.188,False,1.8975,0.1456
bench-student-00513,standard,201,19579,1454,85,13.466,230.341,False,1.9579,0.1454
bench-student-00514,standard,241,22825,1553,80,14.697,285.312,False,2.2825,0.1553
bench-student-00515,standard,226,21606,1545,80,13.984,270.075,False,2.1606,0.1545
bench-student-00516,standard,212,20462,1280,85,15.986,240.729,False,2.0462,0.128
bench-student-00517,standard,246,23197,1545,80,15.014,289.962,False,2.3197,0.1545
bench-student-00518,standard,200,19369,1466,80,13.212,242.113,False,1.9369,0.1466
bench-student-00519,standard,180,17625,1186,80,14.861,220.312,False,1.7625,0.1186
bench-student-00520,standard,187,18253,1370,91,13.323,200.582,False,1.8253,0.137
bench-student-00521,standard,292,27030,1466,85,18.438,318.0,False,2.703,0.1466
bench-student-00522,standard,176,17373,1547,80,11.23,217.162,False,1.7373,0.1547
bench-student-00523,standard,280,26116,1457,80,17.925,326.45,False,2.6116,0.1457
bench-student-00524,standard,298,27608,1454,80,18.988,345.1,False,2.7608,0.1454
bench-student-00525,standard,209,20054,1274,80,15.741,250.675,False,2.0054,0.1274
bench-student-00526,standard,225,21610,1638,91,13.193,237.473,False,2.161,0.1638
bench-student-00527,standard,227,21603,1280,85,16.877,254.153,False,2.1603,0.128
bench-student-00528,standard,192,18730,1553,80,12.061,234.125,False,1.873,0.1553
bench-student-00529,standard,291,26994,1548,80,17.438,337.425,False,2.6994,0.1548
bench-student-00530,standard,270,25214,1547,91,16.299,277.077,False,2.5214,0.1547
bench-student-00531,standard,202,19530,1279,91,15.27,214.615,False,1.953,0.1279
bench-student-00532,standard,173,17099,1373,80,12.454,213.738,False,1.7099,0.1373
bench-student-00533,standard,251,23679,1540,80,15.376,295.988,False,2.3679,0.154
bench-student-00534,standard,210,20257,1633,85,12.405,238.318,False,2.0257,0.1633
bench-student-00535,standard,344,31612,1634,80,19.346,395.15,False,3.1612,0.1634
bench-student-00536,standard,286,26584,1547,91,17.184,292.132,False,2.6584,0.1547
bench-student-00537,standard,291,26973,1810,80,14.902,337.163,False,2.6973,0.181
bench-student-00538,standard,197,19122,1275,80,14.998,239.025,False,1.9122,0.1275
bench-student-00539,standard,264,24748,1638,80,15.109,309.35,False,2.4748,0.1638
bench-student-00540,standard,276,25701,1454,80,17.676,321.262,False,2.5701,0.1454
bench-student-00541,standard,222,21323,1548,91,13.775,234.319,False,2.1323,0.1548
bench-student-00542,standard,367,33379,1557,80,21.438,417.238,True,3.3379,0.1557
bench-student-00543,standard,298,27600,1538,80,17.945,345.0,False,2.76,0.1538
bench-student-00544,standard,283,26244,1634,91,16.061,288.396,False,2.6244,0.1634
bench-student-00545,standard,168,16643,1279,91,13.013,182.89,False,1.6643,0.1279
bench-student-00546,standard,181,17790,1452,80,12.252,222.375,False,1.779,0.1452
bench-student-00547,standard,306,28365,1547,80,18.335,354.562,False,2.8365,0.1547
bench-student-00548,standard,229,21823,1813,80,12.037,272.788,False,2.1823,0.1813
bench-student-00549,standard,261,24549,1542,80,15.92,306.863,False,2.4549,0.1542
bench-student-00550,standard,201,19443,1547,85,12.568,228.741,False,1.9443,0.1547
bench-student-00551,standard,304,27974,1634,80,17.12,349.675,False,2.7974,0.1634
bench-student-00552,standard,263,24583,1548,80,15.88,307.288,False,2.4583,0.1548
bench-student-00553,standard,274,25648,1646,91,15.582,281.846,False,2.5648,0.1646
bench-student-00554,standard,278,25933,1722,80,15.06,324.163,False,2.5933,0.1722
bench-student-00555,standard,373,34007,1545,80,22.011,425.087,True,3.4007,0.1545
bench-student-00556,standard,195,18974,1193,91,15.904,208.505,False,1.8974,0.1193
bench-student-00557,standard,180,17660,1457,80,12.121,220.75,False,1.766,0.1457
bench-student-00558,standard,212,20419,1269,80,16.091,255.238,False,2.0419,0.1269
bench-student-00559,standard,294,27222,1633,80,16.67,340.275,False,2.7222,0.1633
bench-student-00560,standard,264,24839,1547,80,16.056,310.488,False,2.4839,0.1547
bench-student-00561,standard,216,20711,1368,80,15.14,258.887,False,2.0711,0.1368
bench-student-00562,standard,226,21533,1361,80,15.821,269.163,False,2.1533,0.1361
bench-student-00563,standard,206,19848,1631,91,12.169,218.11,False,1.9848,0.1631
bench-student-00564,standard,179,17727,1636,80,10.836,221.588,False,1.7727,0.1636
bench-student-00565,standard,255,24048,1545,80,15.565,300.6,False,2.4048,0.1545
bench-student-00566,standard,220,21077,1365,80,15.441,263.462,False,2.1077,0.1365
bench-student-00567,standard,196,19001,1351,80,14.064,237.512,False,1.9001,0.1351
bench-student-00568,standard,226,21521,1552,80,13.867,269.012,False,2.1521,0.1552
bench-student-00569,standard,214,20519,1371,85,14.966,241.4,False,2.0519,0.1371
bench-student-00570,standard,264,24826,1634,91,15.193,272.813,False,2.4826,0.1634
bench-student-00571,standard,300,27705,1550,85,17.874,325.941,False,2.7705,0.155
bench-student-00572,standard,297,27411,1548,80,17.707,342.637,False,2.7411,0.1548
bench-student-00573,standard,219,21061,1557,85,13.527,247.776,False,2.1061,0.1557
bench-student-00574,standard,280,25989,1284,91,20.241,285.593,False,2.5989,0.1284
bench-student-00575,standard,229,21902,1548,80,14.149,273.775,False,2.1902,0.1548
bench-student-00576,standard,309,28564,1634,80,17.481,357.05,False,2.8564,0.1634
bench-student-00577,standard,307,28412,1547,80,18.366,355.15,False,2.8412,0.1547
bench-student-00578,standard,233,22098,1550,80,14.257,276.225,False,2.2098,0.155
bench-student-00579,standard,178,17532,1265,85,13.859,206.259,False,1.7532,0.1265
bench-student-00580,standard,262,24523,1638,91,14.971,269.484,False,2.4523,0.1638
bench-student-00581,standard,298,27560,1459,80,18.89,344.5,False,2.756,0.1459
bench-student-00582,standard,254,24040,1548,80,15.53,300.5,False,2.404,0.1548
bench-student-00583,standard,225,21470,1548,80,13.87,268.375,False,2.147,0.1548
bench-student-00584,standard,170,16851,1365,80,12.345,210.637,False,1.6851,0.1365
bench-student-00585,heavy_tail,4500,366986,1294,96,283.606,3822.771,True,36.6986,0.1294
bench-student-00586,standard,288,26672,1378,91,19.356,293.099,False,2.6672,0.1378
bench-student-00587,standard,278,25945,1461,80,17.758,324.312,False,2.5945,0.1461
bench-student-00588,standard,181,17770,1457,80,12.196,222.125,False,1.777,0.1457
bench-student-00589,standard,241,22734,1365,91,16.655,249.824,False,2.2734,0.1365
bench-student-00590,extreme_tail,10592,860857,1197,80,719.179,10760.712,True,86.0857,0.1197
bench-student-00591,standard,234,22196,1724,80,12.875,277.45,False,2.2196,0.1724
bench-student-00592,standard,226,21500,1279,85,16.81,252.941,False,2.15,0.1279
bench-student-00593,standard,255,24007,1484,80,16.177,300.087,False,2.4007,0.1484
bench-student-00594,standard,278,25916,1633,80,15.87,323.95,False,2.5916,0.1633
bench-student-00595,standard,275,25613,1638,80,15.637,320.163,False,2.5613,0.1638
bench-student-00596,standard,353,32175,1547,80,20.798,402.188,True,3.2175,0.1547
bench-student-00597,standard,167,16670,1456,85,11.449,196.118,False,1.667,0.1456
bench-student-00598,standard,313,28793,1547,80,18.612,359.913,False,2.8793,0.1547
bench-student-00599,standard,138,14210,1540,91,9.227,156.154,False,1.421,0.154
bench-student-00600,standard,199,19278,1380,80,13.97,240.975,False,1.9278,0.138
bench-student-00601,standard,172,17017,1275,80,13.347,212.713,False,1.7017,0.1275
bench-student-00602,standard,277,25804,1378,80,18.726,322.55,False,2.5804,0.1378
bench-student-00603,standard,267,25001,1725,80,14.493,312.512,False,2.5001,0.1725
bench-student-00604,standard,287,26740,1629,80,16.415,334.25,False,2.674,0.1629
bench-student-00605,standard,212,20405,1545,80,13.207,255.062,False,2.0405,0.1545
bench-student-00606,standard,299,27720,1634,80,16.965,346.5,False,2.772,0.1634
bench-student-00607,standard,267,25053,1457,80,17.195,313.163,False,2.5053,0.1457
bench-student-00608,standard,182,17821,1272,80,14.01,222.762,False,1.7821,0.1272
bench-student-00609,standard,196,19090,1540,91,12.396,209.78,False,1.909,0.154
bench-student-00610,standard,249,23474,1457,91,16.111,257.956,False,2.3474,0.1457
bench-student-00611,standard,240,22760,1542,80,14.76,284.5,False,2.276,0.1542
bench-student-00612,standard,272,25340,1545,80,16.401,316.75,False,2.534,0.1545
bench-student-00613,standard,333,30564,1553,85,19.681,359.576,False,3.0564,0.1553
bench-student-00614,standard,262,24625,1451,80,16.971,307.812,False,2.4625,0.1451
bench-student-00615,standard,246,23302,1459,80,15.971,291.275,False,2.3302,0.1459
bench-student-00616,standard,254,23853,1454,80,16.405,298.163,False,2.3853,0.1454
bench-student-00617,standard,296,27421,1722,80,15.924,342.762,False,2.7421,0.1722
bench-student-00618,standard,313,28796,1459,80,19.737,359.95,False,2.8796,0.1459
bench-student-00619,standard,192,18738,1194,85,15.693,220.447,False,1.8738,0.1194
bench-student-00620,standard,180,17803,1638,85,10.869,209.447,False,1.7803,0.1638
bench-student-00621,standard,293,27270,1725,80,15.809,340.875,False,2.727,0.1725
bench-student-00622,standard,239,22700,1361,91,16.679,249.451,False,2.27,0.1361
bench-student-00623,standard,216,20712,1720,80,12.042,258.9,False,2.0712,0.172
bench-student-00624,standard,303,28048,1550,91,18.095,308.22,False,2.8048,0.155
bench-student-00625,standard,228,21676,1275,91,17.001,238.198,False,2.1676,0.1275
bench-student-00626,standard,246,23213,1459,91,15.91,255.088,False,2.3213,0.1459
bench-student-00627,standard,254,23849,1366,80,17.459,298.113,False,2.3849,0.1366
bench-student-00628,standard,177,17421,1454,91,11.981,191.44,False,1.7421,0.1454
bench-student-00629,standard,257,24235,1476,80,16.419,302.938,False,2.4235,0.1476
bench-student-00630,standard,199,19313,1636,80,11.805,241.412,False,1.9313,0.1636
bench-student-00631,standard,294,27397,1562,80,17.54,342.462,False,2.7397,0.1562
bench-student-00632,standard,211,20267,1456,85,13.92,238.435,False,2.0267,0.1456
bench-student-00633,standard,295,27396,1646,96,16.644,285.375,False,2.7396,0.1646
bench-student-00634,standard,261,24329,1284,80,18.948,304.113,False,2.4329,0.1284
bench-student-00635,standard,183,17954,1540,80,11.658,224.425,False,1.7954,0.154
bench-student-00636,standard,357,32571,1628,80,20.007,407.137,True,3.2571,0.1628
bench-student-00637,standard,357,32634,1371,80,23.803,407.925,True,3.2634,0.1371
bench-student-00638,standard,149,15113,1533,80,9.858,188.912,False,1.5113,0.1533
bench-student-00639,standard,277,25935,1459,80,17.776,324.188,False,2.5935,0.1459
bench-student-00640,standard,194,18853,1284,80,14.683,235.662,False,1.8853,0.1284
bench-student-00641,standard,228,21730,1462,80,14.863,271.625,False,2.173,0.1462
bench-student-00642,standard,183,17987,1376,80,13.072,224.838,False,1.7987,0.1376
bench-student-00643,standard,288,26692,1550,80,17.221,333.65,False,2.6692,0.155
bench-student-00644,standard,230,21851,1461,80,14.956,273.137,False,2.1851,0.1461
bench-student-00645,standard,244,22953,1550,91,14.808,252.231,False,2.2953,0.155
bench-student-00646,standard,186,18188,1633,80,11.138,227.35,False,1.8188,0.1633
bench-student-00647,standard,352,32112,1722,80,18.648,401.4,True,3.2112,0.1722
bench-student-00648,standard,364,33138,1634,80,20.28,414.225,True,3.3138,0.1634
bench-student-00649,standard,209,20097,1467,80,13.699,251.213,False,2.0097,0.1467
bench-student-00650,standard,237,22480,1624,91,13.842,247.033,False,2.248,0.1624
bench-student-00651,standard,262,24563,1467,80,16.744,307.038,False,2.4563,0.1467
bench-student-00652,standard,214,20539,1282,80,16.021,256.738,False,2.0539,0.1282
bench-student-00653,standard,301,27798,1659,80,16.756,347.475,False,2.7798,0.1659
bench-student-00654,standard,252,23814,1542,91,15.444,261.692,False,2.3814,0.1542
bench-student-00655,standard,314,28953,1724,91,16.794,318.165,False,2.8953,0.1724
bench-student-00656,standard,256,24055,1295,91,18.575,264.341,False,2.4055,0.1295
bench-student-00657,standard,212,20476,1462,91,14.005,225.011,False,2.0476,0.1462
bench-student-00658,standard,214,20468,1375,85,14.886,240.8,False,2.0468,0.1375
bench-student-00659,standard,305,28116,1628,80,17.27,351.45,False,2.8116,0.1628
bench-student-00660,standard,281,26079,1456,80,17.911,325.988,False,2.6079,0.1456
bench-student-00661,standard,258,24270,1636,80,14.835,303.375,False,2.427,0.1636
bench-student-00662,standard,306,28307,1289,80,21.96,353.837,False,2.8307,0.1289
bench-student-00663,standard,329,30273,1545,91,19.594,332.67,False,3.0273,0.1545
bench-student-00664,standard,192,18617,1274,91,14.613,204.582,False,1.8617,0.1274
bench-student-00665,standard,291,27134,1649,91,16.455,298.176,False,2.7134,0.1649
bench-student-00666,standard,281,26114,1560,80,16.74,326.425,False,2.6114,0.156
bench-student-00667,standard,207,19982,1456,85,13.724,235.082,False,1.9982,0.1456
bench-student-00668,standard,324,29825,1557,91,19.155,327.747,False,2.9825,0.1557
bench-student-00669,standard,252,23678,1280,91,18.498,260.198,False,2.3678,0.128
bench-student-00670,standard,225,21523,1631,80,13.196,269.038,False,2.1523,0.1631
bench-student-00671,standard,225,21455,1547,91,13.869,235.769,False,2.1455,0.1547
bench-student-00672,standard,300,27931,1634,80,17.094,349.137,False,2.7931,0.1634
bench-student-00673,standard,307,28294,1638,80,17.274,353.675,False,2.8294,0.1638
bench-student-00674,standard,285,26589,1636,80,16.252,332.363,False,2.6589,0.1636
